Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month;image_path
Trafalgar;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;35.0;;;1;10;2;4;0;0;0;66;38;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.03;model/images\image-2402661.jpg
Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;19.0;95.0;5.0;1;0;3;1125;1;1;5;5;0;;;;;;;;strict;;model/images\image-18047789.jpg
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;59.0;150.0;15.0;1;0;2;1125;7;25;49;319;11;98.0;10.0;10.0;9.0;10.0;9.0;9.0;moderate;3.98;model/images\image-16721963.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;80.0;;25.0;1;0;3;1125;10;40;70;345;5;96.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;0.31;model/images\image-9627631.jpg
Palacio;Centro;Apartment;Entire home/apt;16;2.0;4.0;12.0;149.0;250.0;28.0;10;20;1;1125;0;0;0;17;65;88.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;4.28;model/images\image-10064795.jpg
Castellana;Salamanca;House;Private room;1;1.0;1.0;2.0;49.0;150.0;10.0;1;0;1;1125;20;21;21;21;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.61;model/images\image-16158619.jpg
Palacio;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;50.0;;11.0;1;0;2;1125;9;35;62;337;5;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;5.0;model/images\image-17587681.jpg
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;115.0;;;2;15;2;1125;5;15;22;272;0;;;;;;;;strict;;model/images\image-15838819.jpg
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;25.0;100.0;10.0;1;10;1;1125;0;0;4;279;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.29;model/images\image-8438464.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;49.0;100.0;30.0;1;15;1;28;12;33;63;153;37;82.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;1.96;model/images\image-7487281.jpg
Goya;Salamanca;Apartment;Entire home/apt;3;1.0;2.0;2.0;100.0;150.0;40.0;2;10;2;1125;17;40;62;331;5;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.21;model/images\image-16848849.jpg
Canillas;Hortaleza;Apartment;Private room;1;1.0;1.0;1.0;20.0;;;1;8;1;5;29;59;89;180;9;78.0;8.0;8.0;8.0;8.0;8.0;7.0;moderate;0.52;model/images\image-8752502.jpg
Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;30.0;;10.0;1;7;2;1125;6;36;66;341;11;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.48;model/images\image-6254739.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;124.0;;77.0;2;17;3;1125;7;21;32;214;3;80.0;8.0;9.0;8.0;9.0;9.0;9.0;strict;0.36;model/images\image-11836561.jpg
Gaztambide;Chamberí;Apartment;Entire home/apt;5;3.0;5.0;5.0;80.0;200.0;50.0;1;15;3;1125;0;0;0;0;0;;;;;;;;moderate;;model/images\image-13545188.jpg
Los Angeles;Villaverde;Apartment;Private room;1;1.0;1.0;1.0;56.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;;model/images\image-10315683.jpg
Cortes;Centro;Apartment;Private room;2;1.0;1.0;1.0;30.0;;;1;0;2;1125;10;35;65;155;26;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;3.07;model/images\image-13789569.jpg
Almagro;Chamberí;Apartment;Entire home/apt;4;1.0;2.0;2.0;68.0;;;2;10;2;1125;8;25;37;306;55;89.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;3.94;model/images\image-10629388.jpg
Castellana;Salamanca;Condominium;Entire home/apt;8;2.0;3.0;4.0;161.0;250.0;60.0;1;20;1;30;16;38;65;141;25;93.0;10.0;10.0;9.0;9.0;10.0;9.0;strict;2.33;model/images\image-12863343.jpg
Palacio;Centro;Apartment;Private room;1;2.0;1.0;1.0;44.0;;;1;0;7;1125;0;6;36;311;0;;;;;;;;flexible;;model/images\image-17972565.jpg
Chopera;Arganzuela;Apartment;Private room;2;2.0;1.0;2.0;30.0;;5.0;1;10;6;100;8;38;68;343;4;90.0;9.0;10.0;9.0;10.0;9.0;9.0;flexible;0.11;model/images\image-748943.jpg
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;65.0;;30.0;1;0;2;1125;9;19;27;167;109;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.75;model/images\image-6238445.jpg
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;60.0;300.0;20.0;2;10;2;1125;11;41;71;161;0;;;;;;;;strict;;model/images\image-17678232.jpg
Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;40.0;;;1;0;2;1125;16;41;63;321;3;87.0;10.0;9.0;10.0;9.0;10.0;9.0;flexible;3.0;model/images\image-16925766.jpg
Rios Rosas;Chamberí;Apartment;Private room;1;2.0;1.0;1.0;22.0;;;1;0;2;30;0;0;0;97;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.11;model/images\image-8444926.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;49.0;89.0;9.0;2;8;1;1125;8;8;13;14;114;82.0;8.0;9.0;9.0;9.0;10.0;8.0;flexible;4.21;model/images\image-5047173.jpg
Embajadores;Centro;Apartment;Private room;1;2.0;1.0;1.0;31.0;200.0;30.0;1;0;7;1125;0;7;37;127;0;;;;;;;;strict;;model/images\image-18071355.jpg
Salvador;San Blas - Canillejas;Loft;Entire home/apt;3;1.0;0.0;1.0;60.0;125.0;17.0;2;0;2;365;0;0;0;111;18;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;4.09;model/images\image-16038916.jpg
Trafalgar;Chamberí;Bed & Breakfast;Private room;1;1.0;1.0;1.0;36.0;115.0;22.0;1;15;4;30;0;29;59;334;21;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.6;model/images\image-733365.jpg
Palacio;Centro;Apartment;Private room;2;0.0;1.0;1.0;50.0;;;1;0;1;15;14;44;72;308;53;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.73;model/images\image-1264178.jpg
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;99.0;100.0;45.0;2;18;3;1125;1;14;19;294;48;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.57;model/images\image-2247751.jpg
Castellana;Salamanca;Apartment;Private room;1;2.0;1.0;1.0;30.0;;;1;0;20;90;26;56;86;361;10;98.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;0.3;model/images\image-993880.jpg
Puerta Bonita;Carabanchel;Apartment;Shared room;2;1.0;1.0;2.0;16.0;;;1;10;1;1125;29;59;61;312;17;91.0;9.0;10.0;10.0;9.0;9.0;9.0;moderate;1.12;model/images\image-10050284.jpg
Aluche;Latina;Apartment;Private room;1;1.0;1.0;1.0;20.0;;;1;0;1;1125;23;53;83;173;4;90.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;0.38;model/images\image-12627092.jpg
Sol;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;63.0;;15.0;2;15;3;90;2;6;12;63;141;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.87;model/images\image-944555.jpg
Argüelles;Moncloa - Aravaca;House;Private room;2;0.0;1.0;2.0;39.0;;;1;0;1;1125;0;0;5;280;0;;;;;;;;flexible;;model/images\image-13131714.jpg
Concepción;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;24.0;200.0;15.0;1;0;7;1125;2;32;62;152;0;;;;;;;;strict;;model/images\image-17843280.jpg
Amposta;San Blas - Canillejas;Apartment;Private room;1;1.0;1.0;1.0;15.0;;;1;0;1;1125;12;26;56;331;0;;;;;;;;flexible;;model/images\image-17872175.jpg
Portazgo;Puente de Vallecas;Apartment;Private room;1;1.0;1.0;1.0;12.0;;;1;0;3;21;8;20;38;38;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;1.0;model/images\image-17776165.jpg
Universidad;Centro;Apartment;Private room;3;1.0;1.0;2.0;35.0;;;1;20;1;1125;17;37;61;327;20;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.14;model/images\image-13665156.jpg
Almendrales;Usera;Bed & Breakfast;Private room;1;0.0;1.0;1.0;20.0;;;1;0;3;365;18;25;55;330;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.21;model/images\image-714235.jpg
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;59.0;;20.0;2;10;2;1125;7;37;55;274;11;91.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;1.89;model/images\image-14865090.jpg
Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;2.0;112.0;200.0;50.0;1;20;1;28;12;38;59;145;4;90.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.76;model/images\image-16525476.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;60.0;100.0;40.0;2;20;1;1125;5;11;41;106;9;91.0;9.0;9.0;8.0;10.0;10.0;9.0;strict;2.7;model/images\image-15999329.jpg
Delicias;Arganzuela;Apartment;Entire home/apt;3;2.0;2.0;2.0;90.0;200.0;20.0;1;0;5;1125;19;19;25;84;0;;;;;;;;moderate;;model/images\image-6969504.jpg
Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;1.0;18.0;;;1;17;1;365;9;27;51;326;65;88.0;9.0;9.0;10.0;9.0;9.0;9.0;strict;4.76;model/images\image-10939743.jpg
Campamento;Latina;Apartment;Private room;2;1.0;1.0;2.0;15.0;100.0;20.0;1;15;1;1125;30;60;87;362;25;97.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;1.18;model/images\image-6909066.jpg
Justicia;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;79.0;190.0;30.0;2;40;3;1125;14;41;67;77;11;96.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;0.6;model/images\image-8563507.jpg
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;2.0;89.0;;;1;0;1;1125;15;44;74;349;0;;;;;;;;flexible;;model/images\image-14567046.jpg
Bellas Vistas;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;29.0;;;1;13;1;1125;29;59;89;364;0;;;;;;;;flexible;;model/images\image-17554030.jpg
Castillejos;Tetuán;Apartment;Entire home/apt;2;1.0;1.0;1.0;100.0;300.0;;1;0;7;20;0;0;0;0;0;;;;;;;;flexible;;model/images\image-7712666.jpg
San Diego;Puente de Vallecas;Other;Entire home/apt;6;1.0;2.0;3.0;51.0;;20.0;1;0;1;1125;4;20;45;305;20;92.0;10.0;10.0;10.0;9.0;9.0;9.0;strict;2.91;model/images\image-15061273.jpg
Almagro;Chamberí;Apartment;Entire home/apt;4;1.0;2.0;2.0;140.0;;50.0;1;0;5;20;28;58;88;363;0;;;;;;;;flexible;;model/images\image-17597068.jpg
Embajadores;Centro;House;Entire home/apt;6;1.0;2.0;3.0;85.0;;20.0;4;10;2;14;18;39;61;61;1;80.0;6.0;8.0;10.0;10.0;8.0;8.0;moderate;1.0;model/images\image-17811741.jpg
Argüelles;Moncloa - Aravaca;Apartment;Private room;2;0.0;1.0;1.0;35.0;150.0;20.0;1;5;3;1125;0;11;41;316;7;94.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.65;model/images\image-12831788.jpg
Pilar;Fuencarral - El Pardo;Apartment;Entire home/apt;4;1.0;2.0;3.0;51.0;200.0;20.0;3;15;2;1125;16;46;76;341;28;93.0;9.0;10.0;10.0;10.0;9.0;9.0;strict;1.26;model/images\image-6236533.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;45.0;200.0;30.0;2;10;2;1125;10;28;53;143;2;100.0;9.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0;model/images\image-17522202.jpg
Palomas;Hortaleza;Guesthouse;Private room;2;1.0;1.0;1.0;65.0;;;2;0;1;1125;30;60;90;364;5;96.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;0.68;model/images\image-14409816.jpg
Valdeacederas;Tetuán;Apartment;Private room;2;2.0;1.0;1.0;23.0;;;1;0;3;365;7;37;67;342;0;;;;;;;;flexible;;model/images\image-17969406.jpg
Valdefuentes;Hortaleza;House;Private room;3;2.0;2.0;2.0;50.0;;;1;0;1;1125;19;45;75;75;5;96.0;10.0;8.0;10.0;10.0;9.0;10.0;moderate;3.06;model/images\image-16981023.jpg
Embajadores;Centro;Condominium;Entire home/apt;4;1.0;1.0;2.0;69.0;;;1;0;2;365;4;16;36;288;0;;;;;;;;flexible;;model/images\image-17912304.jpg
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;35.0;;;1;0;1;1125;10;40;66;341;29;92.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;2.49;model/images\image-12521890.jpg
Abrantes;Carabanchel;Condominium;Private room;2;1.0;1.0;1.0;15.0;;;1;0;1;5;17;47;77;167;0;;;;;;;;flexible;;model/images\image-18071804.jpg
Nueva España;Chamartín;Apartment;Entire home/apt;2;1.0;1.0;1.0;110.0;300.0;85.0;1;0;7;1125;6;36;66;341;0;;;;;;;;strict;;model/images\image-17467407.jpg
Puerta del Angel;Latina;Condominium;Private room;2;1.0;1.0;1.0;28.0;;;2;6;2;1125;19;47;77;198;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.53;model/images\image-5787650.jpg
Fuente del Berro;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;80.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;model/images\image-6848207.jpg
Lucero;Latina;Apartment;Private room;2;1.0;1.0;2.0;20.0;;10.0;1;7;1;1125;26;56;86;361;0;;;;;;;;strict;;model/images\image-17888210.jpg
Imperial;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;13.0;;;1;0;5;1125;0;0;5;280;7;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.34;model/images\image-6817970.jpg
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;41.0;87.0;19.0;1;14;1;365;4;22;35;301;356;92.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;5.07;model/images\image-123864.jpg
Berruguete;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;45.0;;;1;0;1;1125;29;59;89;90;0;;;;;;;;flexible;;model/images\image-15778571.jpg
Palacio;Centro;Other;Entire home/apt;4;1.0;1.0;2.0;75.0;500.0;45.0;2;15;2;10000;2;20;38;306;85;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.59;model/images\image-3389625.jpg
Cortes;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;50.0;100.0;23.0;2;5;2;15;7;16;35;294;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;model/images\image-17329518.jpg
Justicia;Centro;Apartment;Private room;2;1.5;1.0;1.0;48.0;150.0;;1;15;2;1125;2;28;58;115;12;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.72;model/images\image-13634914.jpg
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;47.0;150.0;15.0;1;0;1;40;18;48;75;350;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;model/images\image-13890867.jpg
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;35.0;;;1;0;1;1125;12;34;62;337;124;92.0;9.0;9.0;9.0;9.0;10.0;9.0;flexible;6.94;model/images\image-8937188.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;45.0;140.0;20.0;2;20;2;1125;10;36;64;124;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.0;model/images\image-17474153.jpg
Concepción;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;1.0;19.0;;10.0;1;5;2;1125;18;48;72;72;4;100.0;10.0;10.0;9.0;10.0;10.0;10.0;flexible;1.71;model/images\image-9786171.jpg
Pacífico;Retiro;Apartment;Private room;1;1.0;1.0;1.0;20.0;250.0;10.0;1;0;1;10;22;44;74;74;14;84.0;9.0;10.0;9.0;9.0;10.0;9.0;flexible;1.86;model/images\image-14495076.jpg
San Diego;Puente de Vallecas;Apartment;Entire home/apt;6;2.0;2.0;3.0;85.0;150.0;;1;0;4;1125;6;16;32;98;50;92.0;9.0;9.0;10.0;10.0;8.0;9.0;moderate;3.41;model/images\image-10404284.jpg
Lucero;Latina;House;Private room;1;1.0;1.0;1.0;16.0;;;1;0;1;1125;24;54;84;234;87;95.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.56;model/images\image-605339.jpg
Cortes;Centro;Condominium;Entire home/apt;4;1.0;2.0;3.0;110.0;175.0;50.0;1;0;2;1125;11;25;47;320;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;2.0;model/images\image-17071309.jpg
Justicia;Centro;Apartment;Private room;2;2.0;1.0;1.0;35.0;300.0;18.0;1;0;4;1125;9;26;56;56;64;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.68;model/images\image-2800948.jpg
Embajadores;Centro;Apartment;Private room;3;1.0;1.0;1.0;74.0;175.0;30.0;2;10;2;1125;0;0;0;0;11;98.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;0.54;model/images\image-6834233.jpg
Palacio;Centro;Condominium;Entire home/apt;4;1.0;1.0;1.0;60.0;130.0;35.0;2;25;1;200;1;3;14;201;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.59;model/images\image-15053735.jpg
San Andrés;Villaverde;Apartment;Entire home/apt;6;1.5;2.0;3.0;70.0;;;1;0;1;1125;0;0;0;157;0;;;;;;;;flexible;;model/images\image-17861135.jpg
Cortes;Centro;Apartment;Entire home/apt;2;2.0;1.0;1.0;60.0;;;1;0;4;10;0;0;0;47;0;;;;;;;;flexible;;model/images\image-17564726.jpg
Embajadores;Centro;Apartment;Entire home/apt;5;1.0;1.0;3.0;65.0;200.0;30.0;2;10;3;30;3;25;43;318;25;88.0;10.0;9.0;9.0;9.0;9.0;9.0;strict;1.43;model/images\image-8755195.jpg
Universidad;Centro;Apartment;Private room;2;1.0;1.0;2.0;35.0;;;1;0;2;4;8;24;33;33;140;92.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;4.22;model/images\image-3057923.jpg
Delicias;Arganzuela;House;Private room;1;1.0;2.0;2.0;30.0;;;1;0;1;62;26;56;86;295;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;model/images\image-17582431.jpg
Justicia;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;25.0;200.0;30.0;1;0;2;1125;3;7;7;31;0;;;;;;;;flexible;;model/images\image-17713908.jpg
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;44.0;100.0;5.0;1;10;2;7;1;1;7;7;9;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.16;model/images\image-13850986.jpg
Campamento;Latina;Apartment;Private room;1;1.0;1.0;1.0;30.0;;5.0;1;25;1;7;29;59;89;364;0;;;;;;;;flexible;;model/images\image-16540919.jpg
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;30.0;;5.0;1;5;1;1125;22;52;82;172;1;60.0;6.0;6.0;6.0;8.0;10.0;6.0;moderate;0.41;model/images\image-16610811.jpg
Palacio;Centro;Apartment;Entire home/apt;2;1.0;2.0;3.0;90.0;150.0;60.0;2;25;2;90;4;8;8;246;18;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.07;model/images\image-2991910.jpg
Castillejos;Tetuán;Apartment;Private room;1;1.0;1.0;1.0;24.0;;;1;0;2;1125;0;2;32;307;1;100.0;10.0;10.0;10.0;10.0;8.0;8.0;flexible;0.48;model/images\image-16365115.jpg
Vallehermoso;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;2.0;60.0;;22.0;1;0;2;1125;9;10;33;287;14;89.0;9.0;10.0;10.0;10.0;10.0;10.0;flexible;3.16;model/images\image-15891267.jpg
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;45.0;300.0;25.0;2;15;2;1125;9;23;44;319;10;88.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;3.06;model/images\image-16477697.jpg
Chopera;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;19.0;;5.0;1;0;2;1125;0;0;12;258;11;78.0;8.0;8.0;8.0;8.0;9.0;8.0;moderate;0.5;model/images\image-4591044.jpg
Opañel;Carabanchel;Apartment;Entire home/apt;6;1.0;3.0;3.0;85.0;200.0;50.0;3;20;2;30;7;17;35;299;96;96.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;4.26;model/images\image-6568756.jpg
Palacio;Centro;Apartment;Private room;1;3.0;1.0;1.0;36.0;200.0;30.0;1;0;7;1125;0;2;32;307;0;;;;;;;;strict;;model/images\image-17619406.jpg
Palacio;Centro;Apartment;Private room;2;2.0;1.0;2.0;17.0;90.0;;1;10;3;1125;0;0;0;0;27;82.0;9.0;8.0;9.0;9.0;10.0;9.0;moderate;0.77;model/images\image-3011232.jpg
Almagro;Chamberí;Bed & Breakfast;Private room;2;6.0;1.0;1.0;45.0;85.0;;1;45;1;40;0;0;0;97;0;;;;;;;;strict;;model/images\image-3624593.jpg
Concepción;Ciudad Lineal;Apartment;Entire home/apt;4;1.0;1.0;2.0;52.0;;15.0;2;10;2;1125;12;29;59;334;31;86.0;9.0;10.0;9.0;9.0;9.0;8.0;strict;1.58;model/images\image-7020884.jpg
Vallehermoso;Chamberí;Apartment;Entire home/apt;5;1.0;1.0;2.0;35.0;;30.0;4;10;4;1125;20;50;80;171;5;52.0;5.0;5.0;8.0;9.0;8.0;5.0;strict;0.36;model/images\image-10699486.jpg
Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;145.0;;20.0;1;0;2;1125;22;52;79;354;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.82;model/images\image-15844235.jpg
Concepción;Ciudad Lineal;Apartment;Entire home/apt;3;1.0;1.0;2.0;70.0;;;1;0;2;1125;9;39;69;344;5;96.0;9.0;9.0;10.0;10.0;10.0;8.0;flexible;0.46;model/images\image-10611545.jpg
Arcos;San Blas - Canillejas;Bed & Breakfast;Private room;1;1.0;1.0;1.0;33.0;;5.0;1;0;2;15;28;58;88;88;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.38;model/images\image-13968622.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;65.0;;17.0;2;10;2;1125;12;19;28;303;76;91.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;3.02;model/images\image-4940649.jpg
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;2;1.0;0.0;1.0;65.0;100.0;;1;0;3;1125;8;28;58;333;2;100.0;10.0;9.0;10.0;10.0;9.0;10.0;moderate;0.78;model/images\image-16013414.jpg
Embajadores;Centro;Apartment;Entire home/apt;6;2.0;3.0;5.0;96.0;200.0;40.0;3;15;3;1125;7;20;33;102;13;95.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;3.86;model/images\image-16282550.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;110.0;100.0;30.0;1;0;2;1125;10;22;36;308;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0;model/images\image-17730175.jpg
Prosperidad;Chamartín;Apartment;Entire home/apt;5;2.0;1.0;3.0;85.0;200.0;50.0;2;10;2;1125;16;40;47;322;2;90.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.43;model/images\image-16347070.jpg
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;85.0;300.0;30.0;1;0;2;30;12;42;67;154;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;1.5;model/images\image-17309490.jpg
Cortes;Centro;Apartment;Private room;1;1.0;1.0;1.0;25.0;;;1;0;20;1125;0;0;6;281;0;;;;;;;;moderate;;model/images\image-3550820.jpg
Ciudad Universitaria;Moncloa - Aravaca;Apartment;Private room;1;2.0;1.0;3.0;21.0;;;1;0;3;1125;0;0;0;217;9;89.0;9.0;8.0;9.0;10.0;9.0;9.0;flexible;0.48;model/images\image-7026968.jpg
Palacio;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;118.0;200.0;58.0;4;25;3;1125;4;11;16;227;22;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.95;model/images\image-14074598.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;65.0;100.0;20.0;1;20;1;1125;14;37;56;327;39;92.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;2.75;model/images\image-10555639.jpg
Sol;Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;42.0;;15.0;1;0;1;1125;5;12;31;161;28;94.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;6.04;model/images\image-15946881.jpg
Simancas;San Blas - Canillejas;Apartment;Private room;2;1.0;1.0;1.0;25.0;;10.0;1;0;1;6;29;59;89;148;0;;;;;;;;flexible;;model/images\image-17432467.jpg
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;55.0;;20.0;2;17;1;1125;3;27;57;332;27;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.13;model/images\image-15034204.jpg
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;45.0;;30.0;1;0;2;1125;9;28;53;79;2;70.0;7.0;10.0;10.0;9.0;7.0;7.0;strict;2.0;model/images\image-17263012.jpg
Universidad;Centro;Apartment;Private room;2;2.0;1.0;1.0;25.0;;;1;0;1;27;0;11;29;275;35;94.0;10.0;8.0;10.0;10.0;10.0;10.0;flexible;8.61;model/images\image-16061629.jpg
Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;60.0;;;1;0;2;1125;5;19;36;119;7;87.0;9.0;8.0;10.0;10.0;10.0;8.0;strict;3.62;model/images\image-16927088.jpg
Pavones;Moratalaz;Apartment;Private room;2;1.0;1.0;1.0;35.0;;;1;0;1;1125;29;59;89;89;0;;;;;;;;flexible;;model/images\image-17266729.jpg
Cármenes;Latina;Apartment;Entire home/apt;6;2.0;3.0;3.0;45.0;;;2;15;2;1125;23;47;47;201;0;;;;;;;;strict;;model/images\image-17380851.jpg
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;5;1.0;3.0;4.0;150.0;;;1;0;2;31;12;28;28;215;8;90.0;10.0;9.0;10.0;10.0;9.0;9.0;flexible;0.44;model/images\image-3910587.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;70.0;250.0;;2;12;2;15;0;0;3;278;17;93.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;1.49;model/images\image-12487230.jpg
